10000000000.0,-54.44384506651254,929.8382776657321
20000000000.0,-106.10783011555785,949.0599615605475
30000000000.0,-152.3992326707033,979.9917416983062
40000000000.0,-191.07852502352716,1021.0783469526876
50000000000.0,-220.38689878584785,1070.3304092453936
60000000000.0,-239.12417727598415,1125.4816019195894
70000000000.0,-246.67367480710465,1184.15347968904
80000000000.0,-242.97784548762198,1244.0101791957945
90000000000.0,-228.4741759595187,1302.889037543705
100000000000.0,-204.0039893327175,1358.8984943998184
110000000000.0,-170.70756458031818,1410.4801430307023
120000000000.0,-129.91767770035818,1456.4365123831733
130000000000.0,-83.06106083118397,1495.9295245287226
140000000000.0,-31.574118384093964,1528.456421246075
150000000000.0,23.163831917628443,1553.8104508444062
160000000000.0,79.8790941969123,1572.0330934103504
170000000000.0,137.43507959957373,1583.3634733435717
180000000000.0,194.84907519921464,1588.1892161256683
190000000000.0,251.29717447655204,1587.0016176685854
200000000000.0,306.1103256972192,1580.3567762196053
210000000000.0,358.7642249176049,1568.8433687787096
220000000000.0,408.8653801816126,1553.0570524019447
230000000000.0,456.1352079566268,1533.5810117132398
240000000000.0,500.39356344503375,1510.971913649178
250000000000.0,541.5426952980084,1485.7504196276618
260000000000.0,579.5522723402402,1458.3953979361977
270000000000.0,614.4458598247471,1429.3410367663844
280000000000.0,646.289020850349,1398.9761515044704
290000000000.0,675.1790755119932,1367.6450876220026
300000000000.0,701.2364550550706,1335.649728929183
310000000000.0,724.5975299105041,1303.252221721738
320000000000.0,745.4087593493634,1270.678114138992
330000000000.0,763.821998592555,1238.1196852409796
340000000000.0,779.9908002018478,1205.7393000029658
350000000000.0,794.0675556579295,1173.67267569447
360000000000.0,806.2013366965316,1142.031983511693
370000000000.0,816.5363117695122,1110.9087385721593
380000000000.0,825.2106292767372,1080.376453116811
390000000000.0,832.3556749307323,1050.4930435024694
400000000000.0,838.0956251564251,1021.3029926101934
410000000000.0,842.5472314812665,992.8392767343845
420000000000.0,845.8197823267959,965.125070744402
430000000000.0,848.015198490591,938.1752480361064
440000000000.0,849.2282270037992,911.9976930724814
450000000000.0,849.5467051016899,886.5944445797234
460000000000.0,849.051871907771,861.9626870435139
470000000000.0,847.8187102627934,838.0956072825423
480000000000.0,845.9163050777918,814.983131740797
490000000000.0,843.4082077921412,792.6125588649361
500000000000.0,840.3527990954099,770.9690996082173
510000000000.0,836.8036441320799,750.036337789507
520000000000.0,832.8098360426094,729.7966207751881
530000000000.0,828.4163249804836,710.2313897681241
540000000000.0,823.6642307481745,691.3214578950088
550000000000.0,818.5911379697047,673.0472432874071
560000000000.0,813.231373308741,655.3889634531014
570000000000.0,807.6162646858178,638.3267964301591
580000000000.0,801.7743827766188,621.841013501163
590000000000.0,795.7317653097641,605.9120876129543
600000000000.0,789.5121248471501,590.520781090887
610000000000.0,783.1370408385775,575.6482157488426
620000000000.0,776.6261368079959,561.2759280699844
630000000000.0,769.9972435614459,547.3859117617468
640000000000.0,763.2665493148495,533.9606496655869
650000000000.0,756.448737629587,520.9831367217909
660000000000.0,749.5571140203934,508.43689544694286
670000000000.0,742.6037220674476,496.30598517179425
680000000000.0,735.5994498256886,484.57500610606934
690000000000.0,728.5541272817359,473.229099140465
700000000000.0,721.4766155641032,462.2539421614882
710000000000.0,714.3748885670444,451.6357435389458
720000000000.0,707.2561076033517,441.36123334634044
730000000000.0,700.1266896574609,431.41765278891785
740000000000.0,692.9923697678287,421.79274224077005
750000000000.0,685.8582580270522,412.4747282295189
760000000000.0,678.7288916498736,403.45230965329563
770000000000.0,671.6082825230751,394.7146434686762
780000000000.0,664.4999606174782,386.25133004891563
790000000000.0,657.4070136107125,378.0523983782551
800000000000.0,650.3321230401232,370.1082912194832
810000000000.0,643.2775972780314,362.40985036760145
820000000000.0,636.2454015964697,354.9483020817766
830000000000.0,629.2371855653715,347.7152427702487
840000000000.0,622.2543080068759,340.7026249880489
850000000000.0,615.2978597088072,333.90274379488346
860000000000.0,608.3686840823902,327.30822351004275
870000000000.0,601.4673959327226,320.91200489238673
880000000000.0,594.594398495366,314.70733276613186
890000000000.0,587.7498988785164,308.68774410708124
900000000000.0,580.9339220374502,302.8470565989347
910000000000.0,574.1463233962509,297.17935766523584
920000000000.0,567.38680022109,291.6789939792233
930000000000.0,560.6549018394819,286.34056145124003
940000000000.0,553.9500387908771,281.1588956913315
950000000000.0,547.271490985639,276.12906294313944
960000000000.0,540.618414941769,271.24635148410584
970000000000.0,533.9898501616733,266.50626348629675
980000000000.0,527.3847247047142,261.9045073317637
990000000000.0,520.8018600052216,257.43699037627454
1000000000000.0,514.2399749799902,253.09981215539577
1010000000000.0,507.69768946402826,248.8892580273087
1020000000000.0,501.17352700837796,244.80179324733032
1030000000000.0,494.6659170691857,240.83405746990817
1040000000000.0,488.173196612794,236.98285967482593
1050000000000.0,481.693611157449,233.24517351551242
1060000000000.0,475.2253152681883,229.61813308866374
1070000000000.0,468.7663725176096,226.09902912589385
1080000000000.0,462.3147549214449,222.68530560980864
